intervention,description,split_weight,mean,p0_15,p1,p5,p10,p50,p90,p95,p99,p99_85
movement_building,"Movement capacity building, infrastructure, mobilization",0.4125,571.6226649309825,63.49247352029284,96.35528157594615,152.88928619256058,194.73059967683895,459.1034883714592,1080.725867230996,1380.2173779006569,2162.3016367318787,3000.0
policy_advocacy,Policy advocacy affecting multiple farmed species,0.125,1143.245329861965,126.98494704058568,192.7105631518923,305.77857238512115,389.4611993536779,918.2069767429184,2161.451734461992,2760.4347558013137,4324.603273463757,6000.0
chicken_corporate_campaigns,Corporate cage-free and welfare campaigns for chickens,0.08750000000000001,2286.49065972393,253.96989408117136,385.4211263037846,611.5571447702423,778.9223987073558,1836.4139534858368,4322.903468923984,5520.869511602627,8649.206546927515,12000.0
fish_welfare,Farmed fish welfare interventions (carp as proxy species),0.15625,182.74728263958596,2.2957279906226367,5.327332646509908,12.194305516577726,19.088329378632174,92.31293975377139,420.0427054765288,641.7978084733714,1397.0907254660835,2702.946863718415
shrimp_welfare,Shrimp slaughter and welfare interventions,0.15625,2563.9224537164982,-2063.8337645245647,-713.3578702783543,268.00250522860875,557.6628601948505,1796.204144352649,5271.44278791018,7368.741741166563,14355.038458436939,26734.042414920048
invertebrate_welfare,Invertebrate welfare interventions (BSF as proxy species),0.03125,2261.7890747881147,-52372.46138481401,-10660.761433104008,0.0,0.0,0.0,5722.160159979791,14484.565542910868,51981.45501879732,129317.22080208533
wild_animal_welfare,Wild animal welfare research and field-building,0.03125,457.1862571938361,-23297.008366796214,-3254.6324876415183,-0.05410684029954152,0.0,0.0,3.618228506520674,1914.60860025272,15297.546224859436,50733.96088250235
