project_id,effect_id,intervention,species,recipient_type,fund_split_pct,effect_start_year,persistence_years,data_source,animal_dalys_per_M_p1,animal_dalys_per_M_p5,animal_dalys_per_M_p10,animal_dalys_per_M_p50,animal_dalys_per_M_p90,animal_dalys_per_M_p95,animal_dalys_per_M_p99,animal_dalys_per_M_mean,total_neutral,total_upside,total_downside,total_combined,total_dmreu,total_wlu - low,total_wlu - moderate,total_wlu - high,total_ambiguity,neutral_0_to_5,upside_0_to_5,downside_0_to_5,combined_0_to_5,dmreu_0_to_5,wlu - low_0_to_5,wlu - moderate_0_to_5,wlu - high_0_to_5,ambiguity_0_to_5,neutral_5_to_10,upside_5_to_10,downside_5_to_10,combined_5_to_10,dmreu_5_to_10,wlu - low_5_to_10,wlu - moderate_5_to_10,wlu - high_5_to_10,ambiguity_5_to_10,neutral_10_to_20,upside_10_to_20,downside_10_to_20,combined_10_to_20,dmreu_10_to_20,wlu - low_10_to_20,wlu - moderate_10_to_20,wlu - high_10_to_20,ambiguity_10_to_20,neutral_20_to_100,upside_20_to_100,downside_20_to_100,combined_20_to_100,dmreu_20_to_100,wlu - low_20_to_100,wlu - moderate_20_to_100,wlu - high_20_to_100,ambiguity_20_to_100
navigation_fund_general,movement_building,movement_building,multiple,multiple,0.4125,4,10,full_samples_100k,3.975e+04,6.307e+04,8.033e+04,1.894e+05,4.458e+05,5.693e+05,8.919e+05,2.358e+05,2.358e+05,2.34e+05,2.358e+05,2.205e+05,1.762e+05,2.352e+05,2.325e+05,2.279e+05,2.205e+05,2.358e+04,2.34e+04,2.358e+04,2.205e+04,1.762e+04,2.352e+04,2.325e+04,2.279e+04,2.205e+04,1.179e+05,1.17e+05,1.179e+05,1.103e+05,8.811e+04,1.176e+05,1.162e+05,1.14e+05,1.103e+05,9.432e+04,9.36e+04,9.432e+04,8.821e+04,7.049e+04,9.41e+04,9.298e+04,9.116e+04,8.821e+04,0,0,0,0,0,0,0,0,0
navigation_fund_general,policy_advocacy,policy_advocacy,multiple,multiple,0.125,4,15,full_samples_100k,2.409e+04,3.822e+04,4.868e+04,1.148e+05,2.702e+05,3.451e+05,5.406e+05,1.429e+05,1.429e+05,1.418e+05,1.429e+05,1.337e+05,1.068e+05,1.426e+05,1.409e+05,1.382e+05,1.337e+05,9527,9454,9527,8911,7120,9505,9393,9212,8911,4.764e+04,4.727e+04,4.764e+04,4.455e+04,3.56e+04,4.752e+04,4.697e+04,4.606e+04,4.455e+04,8.574e+04,8.509e+04,8.574e+04,8.019e+04,6.408e+04,8.554e+04,8.454e+04,8.291e+04,8.019e+04,0,0,0,0,0,0,0,0,0
navigation_fund_general,chicken_corporate_campaigns,chicken_corporate_campaigns,chicken,birds,0.0875,1,15,full_samples_100k,3.372e+04,5.351e+04,6.816e+04,1.607e+05,3.783e+05,4.831e+05,7.568e+05,2.001e+05,2.001e+05,1.985e+05,2.001e+05,1.871e+05,1.495e+05,1.996e+05,1.972e+05,1.934e+05,1.871e+05,5.335e+04,5.294e+04,5.335e+04,4.99e+04,3.987e+04,5.323e+04,5.26e+04,5.157e+04,4.99e+04,6.669e+04,6.618e+04,6.669e+04,6.237e+04,4.984e+04,6.653e+04,6.575e+04,6.447e+04,6.237e+04,8.003e+04,7.941e+04,8.003e+04,7.485e+04,5.981e+04,7.984e+04,7.89e+04,7.736e+04,7.485e+04,0,0,0,0,0,0,0,0,0
navigation_fund_general,fish_welfare,fish_welfare,carp,fish,0.1562,1,10,full_samples_100k,832.8,1905,2983,1.442e+04,6.563e+04,1.003e+05,2.183e+05,2.855e+04,2.855e+04,2.749e+04,2.855e+04,2.368e+04,1.591e+04,2.835e+04,2.736e+04,2.582e+04,2.368e+04,1.142e+04,1.099e+04,1.142e+04,9474,6364,1.134e+04,1.094e+04,1.033e+04,9474,1.428e+04,1.374e+04,1.428e+04,1.184e+04,7956,1.417e+04,1.368e+04,1.291e+04,1.184e+04,2855,2749,2855,2368,1591,2835,2736,2582,2368,0,0,0,0,0,0,0,0,0
navigation_fund_general,shrimp_welfare,shrimp_welfare,shrimp,shrimp,0.1562,1,10,full_samples_100k,-1.115e+05,4.188e+04,8.713e+04,2.807e+05,8.237e+05,1.151e+06,2.243e+06,4.006e+05,4.006e+05,3.907e+05,3.876e+05,3.407e+05,2.618e+05,3.649e+05,3.383e+05,2.904e+05,3.54e+05,1.602e+05,1.563e+05,1.551e+05,1.363e+05,1.047e+05,1.46e+05,1.353e+05,1.162e+05,1.416e+05,2.003e+05,1.953e+05,1.938e+05,1.704e+05,1.309e+05,1.825e+05,1.691e+05,1.452e+05,1.77e+05,4.006e+04,3.907e+04,3.876e+04,3.407e+04,2.618e+04,3.649e+04,3.383e+04,2.904e+04,3.54e+04,0,0,0,0,0,0,0,0,0
navigation_fund_general,invertebrate_welfare,invertebrate_welfare,bsf,non_shrimp_invertebrates,0.03125,10,10,full_samples_100k,-3.331e+05,0,0,0,1.788e+05,4.526e+05,1.624e+06,7.068e+04,7.068e+04,5.688e+04,1.921e+04,-2.546e+04,-2265,2.074e+04,7125,-7137,2.716e+04,0,0,0,-0,-0,0,0,-0,0,0,0,0,-0,-0,0,0,-0,0,7.068e+04,5.688e+04,1.921e+04,-2.546e+04,-2265,2.074e+04,7125,-7137,2.716e+04,0,0,0,-0,-0,0,0,-0,0
navigation_fund_general,wild_animal_welfare,wild_animal_welfare,wild,multiple,0.03125,10,10,full_samples_100k,-1.017e+05,-1.562,0,0,113.1,5.983e+04,4.78e+05,1.429e+04,1.429e+04,7978,-5892,-2.124e+04,-5281,1412,-1994,-5554,-614.5,0,0,-0,-0,-0,0,-0,-0,-0,0,0,-0,-0,-0,0,-0,-0,-0,1.429e+04,7978,-5892,-2.124e+04,-5281,1412,-1994,-5554,-614.5,0,0,-0,-0,-0,0,-0,-0,-0
