effects at time horizon,,,,Risk profile: NEUTRAL,,,,,,Risk profile: UPSIDE sceptical,,,,,,Risk profile: DOWNSIDE CRITICAL,,,,,,Risk profile: COMBINED,,,,,,Risk profile: DMREU,,,,,,"Risk profile: WLU (low, 0.01)",,,,,,"Risk profile: WLU (moderate, 0.05)",,,,,,"Risk profile: WLU (high, 0.1)",,,,,,Risk profile: AMBIGUITY AVERSION,,,,,,Risk profile: AMBIGUITY BILATERAL,,,,,
project_id,near_term_xrisk,effect_id,recipient_type,neutral_t0,neutral_t1,neutral_t2,neutral_t3,neutral_t4,neutral_t5,upside_t0,upside_t1,upside_t2,upside_t3,upside_t4,upside_t5,downside_t0,downside_t1,downside_t2,downside_t3,downside_t4,downside_t5,combined_t0,combined_t1,combined_t2,combined_t3,combined_t4,combined_t5,dmreu_t0,dmreu_t1,dmreu_t2,dmreu_t3,dmreu_t4,dmreu_t5,wlu - low_t0,wlu - low_t1,wlu - low_t2,wlu - low_t3,wlu - low_t4,wlu - low_t5,wlu - moderate_t0,wlu - moderate_t1,wlu - moderate_t2,wlu - moderate_t3,wlu - moderate_t4,wlu - moderate_t5,wlu - high_t0,wlu - high_t1,wlu - high_t2,wlu - high_t3,wlu - high_t4,wlu - high_t5,ambiguity_t0,ambiguity_t1,ambiguity_t2,ambiguity_t3,ambiguity_t4,ambiguity_t5,ambiguity bilateral_t0,ambiguity bilateral_t1,ambiguity bilateral_t2,ambiguity bilateral_t3,ambiguity bilateral_t4,ambiguity bilateral_t5
sentinel_bio,FALSE,effect_human_lives_extinction,human_life_years,1.28,12.48,56.3,626.7,3802,6.625e+17,0.8386,9.696,44.61,484.1,2912,-7.576e+16,0.6325,6.197,28.08,313.3,1902,3.594e+17,-0.3778,-1.678,-6.278,-84.36,-532.9,-3.872e+17,-0.02615,0.5342,2.956,27.49,158.9,-1.073e+17,0.528,5.54,24.96,272.8,1632,2.009e+17,0.4642,4.569,19.45,190,1035,-1.182e+17,0.3869,3.394,12.82,92.14,342.8,-2.139e+17,0.284,4.744,22.57,236,1410,-7.742e+16,0.4592,6.46,30.28,321.5,1928,2.632e+13
sentinel_bio_100m_1b,FALSE,effect_human_lives_sub_ext_100m_1b,human_life_years,8.947,22.64,24.09,12.9,0.001734,0,8.422,21.77,22.41,8.718,-0.0002565,0,4.459,11.26,11.97,6.42,0.0007086,0,1.419,5.234,2.612,-4.405,-0.001311,0,1.607,5.534,3.447,-0.493,-0.0003882,0,3.835,10.11,10.01,4.802,0.0005873,0,3.345,8.643,8.328,3.823,0.0004939,0,2.733,6.796,6.239,2.646,0.0003799,0,6.007,16.86,15,2.224,-0.0002622,0,7.216,19.75,18.34,3.968,0,0
sentinel_bio_10m_100m,FALSE,effect_human_lives_sub_ext_10m_100m,human_life_years,2.264,5.727,6.094,3.266,0.0004352,0,2.129,5.506,5.668,2.21,-6.597e-05,0,1.129,2.855,3.029,1.628,0.0001713,0,0.358,1.326,0.655,-1.114,-0.0003372,0,0.4059,1.399,0.8692,-0.124,-9.989e-05,0,0.9808,2.585,2.561,1.231,0.0001477,0,0.8986,2.323,2.246,1.039,0.0001318,0,0.7959,1.993,1.854,0.8061,0.0001123,0,1.518,4.262,3.788,0.5609,-6.744e-05,0,1.824,4.992,4.635,1.002,0,0
sentinel_bio_1b_8b,FALSE,effect_human_lives_sub_ext_1b_8b,human_life_years,10.16,25.69,27.33,14.64,0.002206,0,9.754,25.08,26.07,10.54,-0.000278,0,5.068,12.8,13.57,7.299,0.001094,0,2.11,7.153,4.351,-4.458,-0.001421,0,2.1,7.131,4.563,-0.4083,-0.00042,0,4.357,11.48,11.36,5.452,0.0007945,0,3.802,9.823,9.446,4.34,0.0006739,0,3.106,7.727,7.071,3.003,0.0005271,0,7.315,20.34,18.42,3.046,-0.0002842,0,8.673,23.54,22.21,5.033,0,0
longview_nuclear,FALSE,effect_human_lives_extinction,human_life_years,1.103,11.2,54.2,626.5,3805,6.086e+17,0.6845,8.542,42.75,483,2909,-8.966e+16,0.5428,5.549,26.94,311.3,1889,2.5e+17,-0.3745,-1.76,-6.318,-85.86,-546.3,-4.582e+17,-0.03931,0.3726,2.743,27.06,155.4,-1.288e+17,0.4453,4.919,23.99,272.1,1628,1.531e+17,0.3913,4.058,18.7,189.2,1029,-1.589e+17,0.3259,3.019,12.33,91.24,335.7,-2.55e+17,0.1979,4.019,21.55,236.3,1412,-9.162e+16,0.3485,5.564,29,322.3,1934,2.655e+13
longview_nuclear_100m_1b,FALSE,effect_human_lives_sub_ext_100m_1b,human_life_years,7.715,21.34,25.42,14.1,0.00262,0,7.188,20.48,23.74,9.834,-0.0004407,0,3.843,10.62,12.64,7.014,0.0008576,0,0.9409,4.746,3.131,-4.365,-0.002253,0,1.166,5.022,3.901,-0.4134,-0.0006675,0,3.234,9.465,10.65,5.273,0.0008302,0,2.817,8.094,8.862,4.202,0.0006739,0,2.297,6.369,6.646,2.914,0.0004837,0,4.899,15.71,16.19,2.877,-0.0004505,0,5.965,18.46,19.7,4.792,0,0
longview_nuclear_10m_100m,FALSE,effect_human_lives_sub_ext_10m_100m,human_life_years,1.952,5.4,6.43,3.569,0.0006651,0,1.817,5.18,6.005,2.495,-0.0001194,0,0.9723,2.692,3.197,1.779,0.0001874,0,0.2366,1.203,0.7862,-1.104,-0.0006104,0,0.2943,1.27,0.984,-0.1037,-0.000181,0,0.827,2.421,2.723,1.351,0.000206,0,0.7571,2.176,2.389,1.142,0.0001778,0,0.6699,1.868,1.973,0.8872,0.0001431,0,1.238,3.971,4.091,0.7258,-0.0001221,0,1.508,4.666,4.979,1.21,0,0
longview_nuclear_1b_8b,FALSE,effect_human_lives_sub_ext_1b_8b,human_life_years,8.76,24.23,28.84,16,0.003452,0,8.347,23.62,27.58,11.84,-0.0004395,0,4.369,12.07,14.33,7.973,0.001694,0,1.513,6.543,5.001,-4.339,-0.002246,0,1.542,6.481,5.137,-0.2957,-0.0006629,0,3.674,10.75,12.08,5.986,0.001236,0,3.201,9.199,10.05,4.771,0.001034,0,2.61,7.241,7.534,3.306,0.0007903,0,6.002,18.97,19.84,3.862,-0.0004493,0,7.207,22.03,23.8,6.044,0,0
longview_ai,TRUE,effect_human_lives_extinction,human_life_years,4.932,35.07,144.7,1581,9581,1.624e+18,3.939,30.86,129.1,1381,8293,-1.158e+18,-9.978,-70.57,-291.5,-3193,-1.936e+04,-3.006e+18,-14.16,-93.32,-381.8,-4254,-2.592e+04,-5.917e+18,-3.53,-20.78,-83.16,-949.4,-5816,-1.729e+18,-1.504,-11.28,-48.19,-556.9,-3504,-9.244e+17,-2.088,-17.11,-78.05,-993.5,-6637,-2.345e+18,-2.806,-24.24,-114.1,-1502,-1.016e+04,-2.762e+18,1.086,14.67,64.13,625.2,3662,-1.183e+18,3.786,30.53,127.9,1354,8126,2.305e+14
longview_ai_100m_1b,TRUE,effect_human_lives_sub_ext_100m_1b,human_life_years,2.47,4.674,4.842,2.654,0.0003382,0,2.206,4.284,4.105,0.9934,-0.000264,0,-4.97,-9.417,-9.764,-5.37,-0.0007178,0,-6.583,-12.13,-13.67,-9.379,-0.001349,0,-1.516,-2.624,-3.43,-2.533,-0.0004044,0,-0.7368,-1.431,-1.456,-0.7807,-0.0001023,0,-0.9623,-1.927,-2.02,-1.128,-0.000132,0,-1.242,-2.543,-2.713,-1.548,-0.0001685,0,1.022,2.274,1.26,-1.177,-0.0002699,0,2.169,4.266,3.889,0.8466,0,0
