fund,n_scenarios,min_bp,max_bp,mean_bp,median_bp,geometric_mean_bp
sentinel_bio,9,0.005684343426812777,1.1556039882130564,0.2215293967666868,0.05684343426812776,0.06743871921922069
longview_nuclear,9,0.0031988870252730754,0.19509623152666986,0.04986662204052407,0.013137937719912817,0.020164695144998027
longview_ai,9,0.08366434897408133,5.1025869525923895,1.3042218857981929,0.3436123243848227,0.5273915828343644
