fund,unit,p1,p5,p10,p25,p50,p75,p90,p95,p99,mean
LEAF,life-years per $1M,4263.881918520121,6314.200322090039,7693.993614512737,10700.571019881689,15238.397744291247,22930.08284528178,34710.92072240146,44792.29255487285,80533.4048537185,19508.230234725102
