fund,unit,p1,p5,p10,p25,p50,p75,p90,p95,p99,mean
LEAF,YLDs per $1M,395.0820306041532,584.4447521497774,713.1542878936839,993.5379324309065,1441.4005196855614,2163.1144814710296,3245.0318073890885,4200.1357365032845,7466.188139672964,1821.8361206036375
