fund,unit,p1,p5,p10,p25,p50,p75,p90,p95,p99,mean
LEAF,income doublings per $1M,6032.0928886525435,8730.298719455775,10555.234071066367,14503.170760774667,20847.247332396026,30934.077905076472,46611.93075984882,63002.73969305753,114841.42143593518,26635.40381352894
