method,step,increment_M,cumulative_M,winner,ea_awf_M,ea_awf_cumulative_M,givewell_M,givewell_cumulative_M,leaf_M,leaf_cumulative_M,longview_ai_M,longview_ai_cumulative_M,longview_nuclear_M,longview_nuclear_cumulative_M,navigation_fund_cagefree_M,navigation_fund_cagefree_cumulative_M,navigation_fund_general_M,navigation_fund_general_cumulative_M,sentinel_bio_M,sentinel_bio_cumulative_M
splitCycle,16,2.0000,32.00,ea_awf+navigation_fund_cagefree,1.0000,7.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1.0000,23.0000,0,2.0000,0,0.0000
splitCycle,17,2.0000,34.00,navigation_fund_general,0,7.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,23.0000,2.0000,4.0000,0,0.0000
splitCycle,18,2.0000,36.00,navigation_fund_cagefree,0,7.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,25.0000,0,4.0000,0,0.0000
splitCycle,19,2.0000,38.00,ea_awf,2.0000,9.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,25.0000,0,4.0000,0,0.0000
splitCycle,20,2.0000,40.00,navigation_fund_cagefree,0,9.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,27.0000,0,4.0000,0,0.0000
splitCycle,21,2.0000,42.00,navigation_fund_cagefree+navigation_fund_general,0,9.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1.0000,28.0000,1.0000,5.0000,0,0.0000
splitCycle,22,2.0000,44.00,ea_awf+navigation_fund_cagefree,1.0000,10.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,1.0000,29.0000,0,5.0000,0,0.0000
splitCycle,23,2.0000,46.00,navigation_fund_cagefree,0,10.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,31.0000,0,5.0000,0,0.0000
splitCycle,24,2.0000,48.00,navigation_fund_general,0,10.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,31.0000,2.0000,7.0000,0,0.0000
splitCycle,25,2.0000,50.00,ea_awf,2.0000,12.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,31.0000,0,7.0000,0,0.0000
splitCycle,26,2.0000,52.00,navigation_fund_general,0,12.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,31.0000,2.0000,9.0000,0,0.0000
splitCycle,27,2.0000,54.00,ea_awf,2.0000,14.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,31.0000,0,9.0000,0,0.0000
splitCycle,28,2.0000,56.00,navigation_fund_general,0,14.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,31.0000,2.0000,11.0000,0,0.0000
splitCycle,29,2.0000,58.00,ea_awf,2.0000,16.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,31.0000,0,11.0000,0,0.0000
splitCycle,30,2.0000,60.00,ea_awf+navigation_fund_general,1.0000,17.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,31.0000,1.0000,12.0000,0,0.0000
splitCycle,31,2.0000,62.00,ea_awf,2.0000,19.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,31.0000,0,12.0000,0,0.0000
splitCycle,32,2.0000,64.00,navigation_fund_general,0,19.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,31.0000,2.0000,14.0000,0,0.0000
splitCycle,33,2.0000,66.00,ea_awf,2.0000,21.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,31.0000,0,14.0000,0,0.0000
splitCycle,34,2.0000,68.00,navigation_fund_general,0,21.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,31.0000,2.0000,16.0000,0,0.0000
splitCycle,35,2.0000,70.00,ea_awf,2.0000,23.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,31.0000,0,16.0000,0,0.0000
splitCycle,36,2.0000,72.00,navigation_fund_general,0,23.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,31.0000,2.0000,18.0000,0,0.0000
splitCycle,37,2.0000,74.00,ea_awf,2.0000,25.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,31.0000,0,18.0000,0,0.0000
splitCycle,38,2.0000,76.00,ea_awf+navigation_fund_general,1.0000,26.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,31.0000,1.0000,19.0000,0,0.0000
splitCycle,39,2.0000,78.00,ea_awf,2.0000,28.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,31.0000,0,19.0000,0,0.0000
splitCycle,40,2.0000,80.00,navigation_fund_general,0,28.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,31.0000,2.0000,21.0000,0,0.0000
splitCycle,41,2.0000,82.00,ea_awf,2.0000,30.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,31.0000,0,21.0000,0,0.0000
splitCycle,42,2.0000,84.00,ea_awf+givewell+leaf+longview_nuclear+navigation_fund_cagefree+navigation_fund_general+sentinel_bio,0.1667,30.1667,0.1667,0.1667,0.1667,0.1667,0,0.0000,0.1667,0.1667,1.0000,32.0000,0.1667,21.1667,0.1667,0.1667
splitCycle,43,2.0000,86.00,navigation_fund_general,0,30.1667,0,0.1667,0,0.1667,0,0.0000,0,0.1667,0,32.0000,2.0000,23.1667,0,0.1667
splitCycle,44,2.0000,88.00,ea_awf,2.0000,32.1667,0,0.1667,0,0.1667,0,0.0000,0,0.1667,0,32.0000,0,23.1667,0,0.1667
splitCycle,45,2.0000,90.00,navigation_fund_general,0,32.1667,0,0.1667,0,0.1667,0,0.0000,0,0.1667,0,32.0000,2.0000,25.1667,0,0.1667
splitCycle,46,2.0000,92.00,navigation_fund_general,0,32.1667,0,0.1667,0,0.1667,0,0.0000,0,0.1667,0,32.0000,2.0000,27.1667,0,0.1667
splitCycle,47,2.0000,94.00,ea_awf+givewell+leaf+longview_nuclear+navigation_fund_general+sentinel_bio,1.8333,34.0000,0.0333,0.2000,0.0333,0.2000,0,0.0000,0.0333,0.2000,0,32.0000,0.0333,27.2000,0.0333,0.2000
splitCycle,48,2.0000,96.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,29.2000,0,0.2000
splitCycle,49,2.0000,98.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,31.2000,0,0.2000
splitCycle,50,2.0000,100.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,33.2000,0,0.2000
splitCycle,51,2.0000,102.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,35.2000,0,0.2000
splitCycle,52,2.0000,104.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,37.2000,0,0.2000
splitCycle,53,2.0000,106.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,39.2000,0,0.2000
splitCycle,54,2.0000,108.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,41.2000,0,0.2000
splitCycle,55,2.0000,110.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,43.2000,0,0.2000
splitCycle,56,2.0000,112.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,45.2000,0,0.2000
splitCycle,57,2.0000,114.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,47.2000,0,0.2000
splitCycle,58,2.0000,116.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,49.2000,0,0.2000
splitCycle,59,2.0000,118.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,51.2000,0,0.2000
splitCycle,60,2.0000,120.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,53.2000,0,0.2000
splitCycle,61,2.0000,122.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,55.2000,0,0.2000
splitCycle,62,2.0000,124.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,57.2000,0,0.2000
splitCycle,63,2.0000,126.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,59.2000,0,0.2000
splitCycle,64,2.0000,128.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,61.2000,0,0.2000
splitCycle,65,2.0000,130.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,63.2000,0,0.2000
splitCycle,66,2.0000,132.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,65.2000,0,0.2000
splitCycle,67,2.0000,134.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,67.2000,0,0.2000
splitCycle,68,2.0000,136.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,69.2000,0,0.2000
splitCycle,69,2.0000,138.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,71.2000,0,0.2000
splitCycle,70,2.0000,140.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,73.2000,0,0.2000
splitCycle,71,2.0000,142.00,navigation_fund_general,0,34.0000,0,0.2000,0,0.2000,0,0.0000,0,0.2000,0,32.0000,2.0000,75.2000,0,0.2000
splitCycle,72,2.0000,144.00,leaf+navigation_fund_general,0,34.0000,0,0.2000,1.0000,1.2000,0,0.0000,0,0.2000,0,32.0000,1.0000,76.2000,0,0.2000
splitCycle,73,2.0000,146.00,leaf+navigation_fund_general,0,34.0000,0,0.2000,1.0000,2.2000,0,0.0000,0,0.2000,0,32.0000,1.0000,77.2000,0,0.2000
splitCycle,74,2.0000,148.00,leaf+navigation_fund_general,0,34.0000,0,0.2000,1.0000,3.2000,0,0.0000,0,0.2000,0,32.0000,1.0000,78.2000,0,0.2000
splitCycle,75,2.0000,150.00,leaf+navigation_fund_general,0,34.0000,0,0.2000,1.0000,4.2000,0,0.0000,0,0.2000,0,32.0000,1.0000,79.2000,0,0.2000
splitCycle,76,2.0000,152.00,leaf+navigation_fund_general,0,34.0000,0,0.2000,1.0000,5.2000,0,0.0000,0,0.2000,0,32.0000,1.0000,80.2000,0,0.2000
splitCycle,77,2.0000,154.00,leaf+navigation_fund_general,0,34.0000,0,0.2000,1.0000,6.2000,0,0.0000,0,0.2000,0,32.0000,1.0000,81.2000,0,0.2000
splitCycle,78,2.0000,156.00,leaf+navigation_fund_general,0,34.0000,0,0.2000,1.0000,7.2000,0,0.0000,0,0.2000,0,32.0000,1.0000,82.2000,0,0.2000
splitCycle,79,2.0000,158.00,leaf,0,34.0000,0,0.2000,2.0000,9.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,80,2.0000,160.00,leaf,0,34.0000,0,0.2000,2.0000,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,81,2.0000,162.00,givewell,0,34.0000,2.0000,2.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,82,2.0000,164.00,givewell,0,34.0000,2.0000,4.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,83,2.0000,166.00,givewell,0,34.0000,2.0000,6.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,84,2.0000,168.00,givewell,0,34.0000,2.0000,8.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,85,2.0000,170.00,givewell,0,34.0000,2.0000,10.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,86,2.0000,172.00,givewell,0,34.0000,2.0000,12.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,87,2.0000,174.00,givewell,0,34.0000,2.0000,14.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,88,2.0000,176.00,givewell,0,34.0000,2.0000,16.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,89,2.0000,178.00,givewell,0,34.0000,2.0000,18.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,90,2.0000,180.00,givewell,0,34.0000,2.0000,20.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,91,2.0000,182.00,givewell,0,34.0000,2.0000,22.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,92,2.0000,184.00,givewell,0,34.0000,2.0000,24.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,93,2.0000,186.00,givewell,0,34.0000,2.0000,26.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,94,2.0000,188.00,givewell,0,34.0000,2.0000,28.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,95,2.0000,190.00,givewell,0,34.0000,2.0000,30.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,96,2.0000,192.00,givewell,0,34.0000,2.0000,32.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,97,2.0000,194.00,givewell,0,34.0000,2.0000,34.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,98,2.0000,196.00,givewell,0,34.0000,2.0000,36.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,99,2.0000,198.00,givewell,0,34.0000,2.0000,38.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
splitCycle,100,2.0000,200.00,givewell,0,34.0000,2.0000,40.2000,0,11.2000,0,0.0000,0,0.2000,0,32.0000,0,82.2000,0,0.2000
borda,1,2.0000,2.00,navigation_fund_cagefree,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,2.0000,0,0.0000,0,0.0000
borda,2,2.0000,4.00,navigation_fund_cagefree,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,4.0000,0,0.0000,0,0.0000
borda,3,2.0000,6.00,navigation_fund_cagefree,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,6.0000,0,0.0000,0,0.0000
borda,4,2.0000,8.00,navigation_fund_cagefree,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,8.0000,0,0.0000,0,0.0000
borda,5,2.0000,10.00,navigation_fund_cagefree,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,10.0000,0,0.0000,0,0.0000
borda,6,2.0000,12.00,ea_awf,2.0000,2.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,10.0000,0,0.0000,0,0.0000
borda,7,2.0000,14.00,navigation_fund_cagefree,0,2.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,12.0000,0,0.0000,0,0.0000
borda,8,2.0000,16.00,navigation_fund_cagefree,0,2.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,14.0000,0,0.0000,0,0.0000
borda,9,2.0000,18.00,ea_awf,2.0000,4.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,14.0000,0,0.0000,0,0.0000
borda,10,2.0000,20.00,navigation_fund_cagefree,0,4.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,16.0000,0,0.0000,0,0.0000
borda,11,2.0000,22.00,navigation_fund_cagefree,0,4.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,18.0000,0,0.0000,0,0.0000
borda,12,2.0000,24.00,ea_awf,2.0000,6.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,18.0000,0,0.0000,0,0.0000
borda,13,2.0000,26.00,navigation_fund_general,0,6.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,18.0000,2.0000,2.0000,0,0.0000
borda,14,2.0000,28.00,navigation_fund_cagefree,0,6.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,20.0000,0,2.0000,0,0.0000
borda,15,2.0000,30.00,navigation_fund_cagefree,0,6.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,22.0000,0,2.0000,0,0.0000
borda,16,2.0000,32.00,navigation_fund_cagefree,0,6.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,24.0000,0,2.0000,0,0.0000
borda,17,2.0000,34.00,navigation_fund_general,0,6.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,24.0000,2.0000,4.0000,0,0.0000
borda,18,2.0000,36.00,ea_awf,2.0000,8.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,24.0000,0,4.0000,0,0.0000
borda,19,2.0000,38.00,navigation_fund_cagefree,0,8.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,26.0000,0,4.0000,0,0.0000
borda,20,2.0000,40.00,navigation_fund_cagefree,0,8.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,28.0000,0,4.0000,0,0.0000
borda,21,2.0000,42.00,ea_awf,2.0000,10.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,28.0000,0,4.0000,0,0.0000
borda,22,2.0000,44.00,navigation_fund_general,0,10.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,28.0000,2.0000,6.0000,0,0.0000
borda,23,2.0000,46.00,navigation_fund_cagefree,0,10.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,30.0000,0,6.0000,0,0.0000
borda,24,2.0000,48.00,navigation_fund_cagefree,0,10.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,2.0000,32.0000,0,6.0000,0,0.0000
borda,25,2.0000,50.00,ea_awf,2.0000,12.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,0,6.0000,0,0.0000
borda,26,2.0000,52.00,navigation_fund_general,0,12.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,8.0000,0,0.0000
borda,27,2.0000,54.00,ea_awf,2.0000,14.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,0,8.0000,0,0.0000
borda,28,2.0000,56.00,navigation_fund_general,0,14.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,10.0000,0,0.0000
borda,29,2.0000,58.00,ea_awf,2.0000,16.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,0,10.0000,0,0.0000
borda,30,2.0000,60.00,navigation_fund_general,0,16.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,12.0000,0,0.0000
borda,31,2.0000,62.00,ea_awf,2.0000,18.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,0,12.0000,0,0.0000
borda,32,2.0000,64.00,navigation_fund_general,0,18.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,14.0000,0,0.0000
borda,33,2.0000,66.00,ea_awf,2.0000,20.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,0,14.0000,0,0.0000
borda,34,2.0000,68.00,navigation_fund_general,0,20.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,16.0000,0,0.0000
borda,35,2.0000,70.00,ea_awf,2.0000,22.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,0,16.0000,0,0.0000
borda,36,2.0000,72.00,ea_awf,2.0000,24.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,0,16.0000,0,0.0000
borda,37,2.0000,74.00,navigation_fund_general,0,24.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,18.0000,0,0.0000
borda,38,2.0000,76.00,ea_awf,2.0000,26.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,0,18.0000,0,0.0000
borda,39,2.0000,78.00,navigation_fund_general,0,26.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,20.0000,0,0.0000
borda,40,2.0000,80.00,ea_awf,2.0000,28.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,0,20.0000,0,0.0000
borda,41,2.0000,82.00,navigation_fund_general,0,28.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,22.0000,0,0.0000
borda,42,2.0000,84.00,ea_awf,2.0000,30.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,0,22.0000,0,0.0000
borda,43,2.0000,86.00,ea_awf,2.0000,32.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,0,22.0000,0,0.0000
borda,44,2.0000,88.00,navigation_fund_general,0,32.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,24.0000,0,0.0000
borda,45,2.0000,90.00,ea_awf,2.0000,34.0000,0,0.0000,0,0.0000,0,0.0000,0,0.0000,0,32.0000,0,24.0000,0,0.0000
borda,46,2.0000,92.00,leaf,0,34.0000,0,0.0000,2.0000,2.0000,0,0.0000,0,0.0000,0,32.0000,0,24.0000,0,0.0000
borda,47,2.0000,94.00,leaf,0,34.0000,0,0.0000,2.0000,4.0000,0,0.0000,0,0.0000,0,32.0000,0,24.0000,0,0.0000
borda,48,2.0000,96.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,26.0000,0,0.0000
borda,49,2.0000,98.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,28.0000,0,0.0000
borda,50,2.0000,100.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,30.0000,0,0.0000
borda,51,2.0000,102.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,32.0000,0,0.0000
borda,52,2.0000,104.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,34.0000,0,0.0000
borda,53,2.0000,106.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,36.0000,0,0.0000
borda,54,2.0000,108.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,38.0000,0,0.0000
borda,55,2.0000,110.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,40.0000,0,0.0000
borda,56,2.0000,112.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,42.0000,0,0.0000
borda,57,2.0000,114.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,44.0000,0,0.0000
borda,58,2.0000,116.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,46.0000,0,0.0000
borda,59,2.0000,118.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,48.0000,0,0.0000
borda,60,2.0000,120.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,50.0000,0,0.0000
borda,61,2.0000,122.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,52.0000,0,0.0000
borda,62,2.0000,124.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,54.0000,0,0.0000
borda,63,2.0000,126.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,56.0000,0,0.0000
borda,64,2.0000,128.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,58.0000,0,0.0000
borda,65,2.0000,130.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,60.0000,0,0.0000
borda,66,2.0000,132.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,62.0000,0,0.0000
borda,67,2.0000,134.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,64.0000,0,0.0000
borda,68,2.0000,136.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,66.0000,0,0.0000
borda,69,2.0000,138.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,68.0000,0,0.0000
borda,70,2.0000,140.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,70.0000,0,0.0000
borda,71,2.0000,142.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,72.0000,0,0.0000
borda,72,2.0000,144.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,74.0000,0,0.0000
borda,73,2.0000,146.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,76.0000,0,0.0000
borda,74,2.0000,148.00,navigation_fund_general,0,34.0000,0,0.0000,0,4.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,78.0000,0,0.0000
borda,75,2.0000,150.00,leaf,0,34.0000,0,0.0000,2.0000,6.0000,0,0.0000,0,0.0000,0,32.0000,0,78.0000,0,0.0000
borda,76,2.0000,152.00,navigation_fund_general,0,34.0000,0,0.0000,0,6.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,80.0000,0,0.0000
borda,77,2.0000,154.00,leaf,0,34.0000,0,0.0000,2.0000,8.0000,0,0.0000,0,0.0000,0,32.0000,0,80.0000,0,0.0000
borda,78,2.0000,156.00,navigation_fund_general,0,34.0000,0,0.0000,0,8.0000,0,0.0000,0,0.0000,0,32.0000,2.0000,82.0000,0,0.0000
borda,79,2.0000,158.00,leaf+navigation_fund_general,0,34.0000,0,0.0000,1.0000,9.0000,0,0.0000,0,0.0000,0,32.0000,1.0000,83.0000,0,0.0000
