method,step,increment_M,cumulative_M,winner,ea_awf_M,ea_awf_cumulative_M,givewell_M,givewell_cumulative_M,leaf_M,leaf_cumulative_M,longview_ai_M,longview_ai_cumulative_M,longview_nuclear_M,longview_nuclear_cumulative_M,navigation_fund_cagefree_M,navigation_fund_cagefree_cumulative_M,navigation_fund_general_M,navigation_fund_general_cumulative_M,sentinel_bio_M,sentinel_bio_cumulative_M
borda,80,2.0000,160.00,leaf,0,34.0000,0,0.0000,2.0000,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,81,2.0000,162.00,givewell,0,34.0000,2.0000,2.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,82,2.0000,164.00,givewell,0,34.0000,2.0000,4.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,83,2.0000,166.00,givewell,0,34.0000,2.0000,6.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,84,2.0000,168.00,givewell,0,34.0000,2.0000,8.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,85,2.0000,170.00,givewell,0,34.0000,2.0000,10.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,86,2.0000,172.00,givewell,0,34.0000,2.0000,12.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,87,2.0000,174.00,givewell,0,34.0000,2.0000,14.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,88,2.0000,176.00,givewell,0,34.0000,2.0000,16.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,89,2.0000,178.00,givewell,0,34.0000,2.0000,18.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,90,2.0000,180.00,givewell,0,34.0000,2.0000,20.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,91,2.0000,182.00,givewell,0,34.0000,2.0000,22.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,92,2.0000,184.00,givewell,0,34.0000,2.0000,24.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,93,2.0000,186.00,givewell,0,34.0000,2.0000,26.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,94,2.0000,188.00,givewell,0,34.0000,2.0000,28.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,95,2.0000,190.00,givewell,0,34.0000,2.0000,30.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,96,2.0000,192.00,givewell,0,34.0000,2.0000,32.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,97,2.0000,194.00,givewell,0,34.0000,2.0000,34.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,98,2.0000,196.00,givewell,0,34.0000,2.0000,36.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,99,2.0000,198.00,givewell,0,34.0000,2.0000,38.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
borda,100,2.0000,200.00,givewell,0,34.0000,2.0000,40.0000,0,11.0000,0,0.0000,0,0.0000,0,32.0000,0,83.0000,0,0.0000
