project_id,$0M,$2M,$4M,$6M,$8M,$10M,$12M,$14M,$16M,$18M,$20M,$22M,$24M,$26M,$28M,$30M,$32M,$34M,$36M,$38M,$40M,$42M,$44M,$46M,$48M,$50M,$52M,$54M,$56M,$58M,$60M,$62M,$64M,$66M,$68M,$70M,$72M,$74M,$76M,$78M,$80M,$82M,$84M,$86M,$88M,$90M,$92M,$94M,$96M,$98M,$100M,$102M,$104M,$106M,$108M,$110M,$112M,$114M,$116M,$118M,$120M,$122M,$124M,$126M,$128M,$130M,$132M,$134M,$136M,$138M,$140M,$142M,$144M,$146M,$148M,$150M,$152M,$154M,$156M,$158M,$160M,$162M,$164M,$166M,$168M,$170M,$172M,$174M,$176M,$178M,$180M,$182M,$184M,$186M,$188M,$190M,$192M,$194M,$196M,$198M,$200M,$202M,$204M,$206M,$208M,$210M,$212M,$214M,$216M,$218M,$220M,$222M,$224M,$226M,$228M,$230M,$232M,$234M,$236M,$238M,$240M,$242M,$244M,$246M,$248M,$250M,$252M,$254M,$256M,$258M,$260M,$262M,$264M,$266M,$268M,$270M,$272M,$274M,$276M,$278M,$280M,$282M,$284M,$286M,$288M,$290M,$292M,$294M,$296M,$298M,$300M,$302M,$304M,$306M,$308M,$310M,$312M,$314M,$316M,$318M,$320M,$322M,$324M,$326M,$328M,$330M,$332M,$334M,$336M,$338M,$340M,$342M,$344M,$346M,$348M,$350M,$352M,$354M,$356M,$358M,$360M,$362M,$364M,$366M,$368M,$370M,$372M,$374M,$376M,$378M,$380M,$382M,$384M,$386M,$388M,$390M,$392M,$394M,$396M,$398M,$400M
sentinel_bio,100.00%,80.84%,68.07%,58.92%,52.03%,46.65%,42.32%,38.76%,35.78%,33.24%,31.06%,29.16%,27.48%,26.00%,24.68%,23.49%,22.42%,21.44%,20.55%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
longview_nuclear,100.00%,76.29%,61.97%,52.35%,45.42%,40.18%,36.07%,32.75%,30.02%,27.73%,25.78%,24.10%,22.64%,21.35%,20.20%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
longview_ai,100.00%,97.50%,95.12%,92.87%,90.72%,88.68%,86.73%,84.87%,83.09%,81.39%,79.76%,78.20%,76.70%,75.26%,73.87%,72.54%,71.26%,70.03%,68.84%,67.69%,66.58%,65.51%,64.47%,63.47%,62.50%,61.56%,60.65%,59.77%,58.92%,58.09%,57.28%,56.50%,55.74%,55.01%,54.29%,53.59%,52.91%,52.25%,51.60%,50.97%,50.36%,49.77%,49.18%,48.62%,48.06%,47.52%,46.99%,46.48%,45.97%,45.48%,45.00%,44.53%,44.07%,43.61%,43.17%,42.74%,42.32%,41.90%,41.50%,41.10%,40.71%,40.33%,39.95%,39.59%,39.23%,38.87%,38.53%,38.19%,37.85%,37.53%,37.20%,36.89%,36.58%,36.27%,35.97%,35.68%,35.39%,35.10%,34.82%,34.55%,34.28%,34.01%,33.75%,33.49%,33.24%,32.99%,32.75%,32.50%,32.27%,32.03%,31.80%,31.57%,31.35%,31.13%,30.91%,30.70%,30.49%,30.28%,30.07%,29.87%,29.67%,29.48%,29.28%,29.09%,28.90%,28.72%,28.53%,28.35%,28.17%,28.00%,27.82%,27.65%,27.48%,27.32%,27.15%,26.99%,26.83%,26.67%,26.51%,26.36%,26.20%,26.05%,25.90%,25.76%,25.61%,25.47%,25.32%,25.18%,25.04%,24.91%,24.77%,24.64%,24.50%,24.37%,24.24%,24.11%,23.99%,23.86%,23.74%,23.61%,23.49%,23.37%,23.25%,23.14%,23.02%,22.90%,22.79%,22.68%,22.57%,22.46%,22.35%,22.24%,22.13%,22.03%,21.92%,21.82%,21.71%,21.61%,21.51%,21.41%,21.31%,21.21%,21.12%,21.02%,20.93%,20.83%,20.74%,20.65%,20.55%,20.46%,20.37%,20.29%,20.20%,20.11%,20.02%,19.94%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
